,dates,long_ma_type,short_ma_type,long_window,long_to_short_ratio,rsi_bounds,z_score_centre,total_return_percent,volatility,max_drawdown,return_per_unit_risk
63,"['2022-04-01', '2022-06-30']",sma,sma,96,3,"[30, 70]",0.75,2.228590903504424,11.308270590179113,-18.88489215701358,0.19707619177771415
64,"['2022-04-01', '2022-06-30']",sma,sma,96,3,"[40, 60]",1.0,3.872956352669843,11.054188717839127,-17.397832566819186,0.35036097641609004
65,"['2022-04-01', '2022-06-30']",sma,sma,96,3,"[40, 60]",0.75,5.335083872955226,11.143948299611035,-16.920099614610482,0.4787426977870528
66,"['2022-04-01', '2022-06-30']",sma,sma,96,4,"[20, 80]",1.0,2.9562366143703,11.570878641900382,-20.66988096144509,0.25548938035398605
67,"['2022-04-01', '2022-06-30']",sma,sma,96,4,"[20, 80]",0.75,2.500539788886602,11.445206844156907,-19.011285665817944,0.21847921343275647
68,"['2022-04-01', '2022-06-30']",sma,sma,96,4,"[30, 70]",1.0,3.035000254199649,11.391023814430019,-20.198823956293417,0.26643788158487963
69,"['2022-04-01', '2022-06-30']",sma,sma,96,4,"[30, 70]",0.75,2.4828698117717707,11.281025260273053,-18.867831147722498,0.2200925673409647
70,"['2022-04-01', '2022-06-30']",sma,sma,96,4,"[40, 60]",1.0,5.072025979215211,11.099455147433277,-17.757187606404333,0.4569617077454568
71,"['2022-04-01', '2022-06-30']",sma,sma,96,4,"[40, 60]",0.75,4.2330185324678915,11.087524172660409,-17.09637637757242,0.3817821243542953
72,"['2022-04-01', '2022-06-30']",sma,ema,60,2,"[20, 80]",1.0,5.329626901857432,11.856663656769895,-20.169681375763943,0.44950477268656697
73,"['2022-04-01', '2022-06-30']",sma,ema,60,2,"[20, 80]",0.75,5.750229882108071,11.503519286893175,-18.456163163550446,0.49986701797073013
74,"['2022-04-01', '2022-06-30']",sma,ema,60,2,"[30, 70]",1.0,4.979300504370654,11.590727267181505,-19.659481218656854,0.4295934491073105
75,"['2022-04-01', '2022-06-30']",sma,ema,60,2,"[30, 70]",0.75,5.702532602670685,11.400226521459931,-18.25179643972227,0.5002122187604049
76,"['2022-04-01', '2022-06-30']",sma,ema,60,2,"[40, 60]",1.0,6.325852981253877,11.371542718947293,-16.323145946128932,0.5562880198052393
77,"['2022-04-01', '2022-06-30']",sma,ema,60,2,"[40, 60]",0.75,6.354116302258395,11.211508816268566,-15.396169879760594,0.5667494363504575
78,"['2022-04-01', '2022-06-30']",sma,ema,60,3,"[20, 80]",1.0,5.442242894625271,11.810389816392583,-20.343857546053325,0.46080129269497505
79,"['2022-04-01', '2022-06-30']",sma,ema,60,3,"[20, 80]",0.75,5.641959074607739,11.475617887768449,-18.80294935476265,0.49164751996677675
80,"['2022-04-01', '2022-06-30']",sma,ema,60,3,"[30, 70]",1.0,5.978889371243867,11.568891631677966,-19.62354588518102,0.5168074489411292
81,"['2022-04-01', '2022-06-30']",sma,ema,60,3,"[30, 70]",0.75,6.870618361982239,11.375559564774438,-17.75739265578188,0.6039806941240762
82,"['2022-04-01', '2022-06-30']",sma,ema,60,3,"[40, 60]",1.0,7.09184327045187,11.559057238763005,-17.51394665861396,0.6135312875404365
83,"['2022-04-01', '2022-06-30']",sma,ema,60,3,"[40, 60]",0.75,8.73576938684244,11.650820303101863,-15.694410973167846,0.7497986544790042
84,"['2022-04-01', '2022-06-30']",sma,ema,60,4,"[20, 80]",1.0,5.268846678805161,11.896313915051005,-20.35405401564719,0.4428974148151143
85,"['2022-04-01', '2022-06-30']",sma,ema,60,4,"[20, 80]",0.75,4.819941519340953,11.472123336974406,-19.088330555943603,0.4201438023078418
86,"['2022-04-01', '2022-06-30']",sma,ema,60,4,"[30, 70]",1.0,4.109322747808375,11.705617399393278,-20.395105451173787,0.3510556177943564
87,"['2022-04-01', '2022-06-30']",sma,ema,60,4,"[30, 70]",0.75,4.555460092185393,11.483494803550723,-18.689020025185577,0.3966963167673341
88,"['2022-04-01', '2022-06-30']",sma,ema,60,4,"[40, 60]",1.0,7.998059166799276,11.768616981584715,-18.723308127841758,0.67960909759528
89,"['2022-04-01', '2022-06-30']",sma,ema,60,4,"[40, 60]",0.75,9.591025042357515,11.651271520684258,-17.07524890073307,0.8231741081074945
90,"['2022-04-01', '2022-06-30']",sma,ema,72,2,"[20, 80]",1.0,4.919065259827371,11.708377892622023,-20.108111670523694,0.420132088743659
91,"['2022-04-01', '2022-06-30']",sma,ema,72,2,"[20, 80]",0.75,5.430594466569194,11.523866737158563,-18.294139416364512,0.47124759340181455
92,"['2022-04-01', '2022-06-30']",sma,ema,72,2,"[30, 70]",1.0,4.470634489156411,11.612906040006758,-20.108564150424414,0.3849712099413326
93,"['2022-04-01', '2022-06-30']",sma,ema,72,2,"[30, 70]",0.75,5.865930581906609,11.456269683188095,-17.927336756301063,0.5120279763067008
94,"['2022-04-01', '2022-06-30']",sma,ema,72,2,"[40, 60]",1.0,6.1543909639518946,11.01565977454812,-17.04976137591649,0.5586947209618552
95,"['2022-04-01', '2022-06-30']",sma,ema,72,2,"[40, 60]",0.75,8.838334019599259,11.125189144174632,-15.11411999698339,0.7944434836172817
96,"['2022-04-01', '2022-06-30']",sma,ema,72,3,"[20, 80]",1.0,4.6486352291496225,11.70635845474844,-20.270892376729098,0.39710344144331244
97,"['2022-04-01', '2022-06-30']",sma,ema,72,3,"[20, 80]",0.75,4.429678218065236,11.544619720805686,-18.944409476461,0.3837006610171906
98,"['2022-04-01', '2022-06-30']",sma,ema,72,3,"[30, 70]",1.0,4.50303724644443,11.50641795494273,-20.20247305149532,0.3913500503873225
99,"['2022-04-01', '2022-06-30']",sma,ema,72,3,"[30, 70]",0.75,5.258599136401587,11.425128709216112,-18.338734234693888,0.46026607404078723
100,"['2022-04-01', '2022-06-30']",sma,ema,72,3,"[40, 60]",1.0,6.931464047759506,11.31989832072738,-18.286668960634326,0.6123256456347845
101,"['2022-04-01', '2022-06-30']",sma,ema,72,3,"[40, 60]",0.75,8.959203473920919,11.350689959028546,-16.03075511104087,0.7893091526823535
102,"['2022-04-01', '2022-06-30']",sma,ema,72,4,"[20, 80]",1.0,5.279350219501011,11.699587518268007,-20.011038471923932,0.4512424229706997
103,"['2022-04-01', '2022-06-30']",sma,ema,72,4,"[20, 80]",0.75,6.541695427507999,11.537234553716273,-17.76754719402252,0.5670072318501009
104,"['2022-04-01', '2022-06-30']",sma,ema,72,4,"[30, 70]",1.0,5.405080543297913,11.650730796210794,-20.20011178479519,0.4639263096745678
105,"['2022-04-01', '2022-06-30']",sma,ema,72,4,"[30, 70]",0.75,6.206204393863013,11.471943640367316,-18.380159666459075,0.5409897911304853
106,"['2022-04-01', '2022-06-30']",sma,ema,72,4,"[40, 60]",1.0,8.018241402635207,11.824582322622613,-17.697122103162403,0.6780993344090326
107,"['2022-04-01', '2022-06-30']",sma,ema,72,4,"[40, 60]",0.75,7.06229175407771,11.670693446528361,-17.219665956653177,0.6051304308895633
108,"['2022-04-01', '2022-06-30']",sma,ema,84,2,"[20, 80]",1.0,4.122178190170667,11.644075438489878,-20.064812682107014,0.35401507074959937
109,"['2022-04-01', '2022-06-30']",sma,ema,84,2,"[20, 80]",0.75,2.6391167113603897,11.547009978492975,-19.952876333949586,0.22855412061441957
110,"['2022-04-01', '2022-06-30']",sma,ema,84,2,"[30, 70]",1.0,4.13555529342422,11.465203425753712,-19.98767357623448,0.3607049207809719
111,"['2022-04-01', '2022-06-30']",sma,ema,84,2,"[30, 70]",0.75,3.804902968040702,11.437476316402133,-19.12539008481025,0.3326698008182284
112,"['2022-04-01', '2022-06-30']",sma,ema,84,2,"[40, 60]",1.0,7.1503068046413265,11.045133608765392,-16.671151402458868,0.647371689462123
113,"['2022-04-01', '2022-06-30']",sma,ema,84,2,"[40, 60]",0.75,5.347783755747071,11.10703910457392,-17.68426325897657,0.48147698998780275
114,"['2022-04-01', '2022-06-30']",sma,ema,84,3,"[20, 80]",1.0,5.148278214270974,11.619580701275261,-19.695391738965295,0.4430691904145857
115,"['2022-04-01', '2022-06-30']",sma,ema,84,3,"[20, 80]",0.75,4.397181800141592,11.537249895173943,-19.128502086753087,0.3811291113648273
116,"['2022-04-01', '2022-06-30']",sma,ema,84,3,"[30, 70]",1.0,3.686202319202314,11.47690245011644,-20.22567000312906,0.321184425433965
117,"['2022-04-01', '2022-06-30']",sma,ema,84,3,"[30, 70]",0.75,3.653307406888251,11.427649024361523,-19.430025062467944,0.3196902004165608
118,"['2022-04-01', '2022-06-30']",sma,ema,84,3,"[40, 60]",1.0,7.162994804329781,11.142491990366493,-16.31433630303943,0.642853933439909
119,"['2022-04-01', '2022-06-30']",sma,ema,84,3,"[40, 60]",0.75,7.861207834771267,11.430294348038135,-16.3680808550672,0.6877520031774635
120,"['2022-04-01', '2022-06-30']",sma,ema,84,4,"[20, 80]",1.0,4.613641139113733,11.618600975759914,-19.74153038201516,0.3970909362271113
121,"['2022-04-01', '2022-06-30']",sma,ema,84,4,"[20, 80]",0.75,3.8589603379592052,11.541297419144936,-19.105683922461182,0.33436105125909715
122,"['2022-04-01', '2022-06-30']",sma,ema,84,4,"[30, 70]",1.0,3.668378032173214,11.463991456594771,-20.472895579413045,0.31999134385807176
123,"['2022-04-01', '2022-06-30']",sma,ema,84,4,"[30, 70]",0.75,2.378513152025219,11.52001964167095,-20.549924961458093,0.20646780352886807
124,"['2022-04-01', '2022-06-30']",sma,ema,84,4,"[40, 60]",1.0,4.821705125190312,11.340839521908224,-18.048274367222593,0.425162979854864
125,"['2022-04-01', '2022-06-30']",sma,ema,84,4,"[40, 60]",0.75,6.280465307308281,11.399168298413775,-17.16347778042326,0.5509582052738202
126,"['2022-04-01', '2022-06-30']",sma,ema,96,2,"[20, 80]",1.0,3.6865716453362785,11.55497800405082,-20.32000487984198,0.3190461846006007
127,"['2022-04-01', '2022-06-30']",sma,ema,96,2,"[20, 80]",0.75,3.0153013271719598,11.438611978517812,-18.566149043651087,0.26360727445207693
128,"['2022-04-01', '2022-06-30']",sma,ema,96,2,"[30, 70]",1.0,3.0467822047423487,11.45783891152819,-20.384774812553022,0.26591246641431304
129,"['2022-04-01', '2022-06-30']",sma,ema,96,2,"[30, 70]",0.75,3.081609475420821,11.437510562418618,-18.62980219065947,0.2694300878327821
130,"['2022-04-01', '2022-06-30']",sma,ema,96,2,"[40, 60]",1.0,4.084377677329409,11.122326298470378,-18.56126281164181,0.3672233279013872
131,"['2022-04-01', '2022-06-30']",sma,ema,96,2,"[40, 60]",0.75,3.4709890231926055,11.05651532799394,-18.166581945867787,0.313931552593648
132,"['2022-04-01', '2022-06-30']",sma,ema,96,3,"[20, 80]",1.0,3.246195478406988,11.592799643896289,-20.5267149297691,0.2800182508214173
133,"['2022-04-01', '2022-06-30']",sma,ema,96,3,"[20, 80]",0.75,2.6559101046455424,11.461023724978439,-18.91388670741128,0.23173410756119334
134,"['2022-04-01', '2022-06-30']",sma,ema,96,3,"[30, 70]",1.0,2.6408150287989596,11.476051536457724,-20.6655364323237,0.23011529883858392
135,"['2022-04-01', '2022-06-30']",sma,ema,96,3,"[30, 70]",0.75,1.949506087714048,11.396270827528214,-19.123885923044057,0.17106526487637752
136,"['2022-04-01', '2022-06-30']",sma,ema,96,3,"[40, 60]",1.0,4.355554801566308,11.0449286279763,-16.914457340129516,0.3943488408366792
137,"['2022-04-01', '2022-06-30']",sma,ema,96,3,"[40, 60]",0.75,5.2215530119390285,11.170525544599405,-16.8367599348985,0.4674402284020991
138,"['2022-04-01', '2022-06-30']",sma,ema,96,4,"[20, 80]",1.0,3.6831598828261924,11.55181586596434,-20.255899036012405,0.31883817449670926
139,"['2022-04-01', '2022-06-30']",sma,ema,96,4,"[20, 80]",0.75,3.4192429377826405,11.437948681067322,-18.40345162079836,0.2989384751692711
140,"['2022-04-01', '2022-06-30']",sma,ema,96,4,"[30, 70]",1.0,3.7148506159857764,11.346263244712247,-19.827834761629333,0.32740740593314066
141,"['2022-04-01', '2022-06-30']",sma,ema,96,4,"[30, 70]",0.75,3.467223839153122,11.242069524765078,-18.168921137599856,0.30841508598707723
142,"['2022-04-01', '2022-06-30']",sma,ema,96,4,"[40, 60]",1.0,4.9546947152175225,11.024842423203292,-17.44957169355442,0.4494118396458609
143,"['2022-04-01', '2022-06-30']",sma,ema,96,4,"[40, 60]",0.75,3.934287015252136,11.006540907064847,-16.76744084302601,0.35744990623955314
144,"['2022-04-01', '2022-06-30']",ema,sma,60,2,"[20, 80]",1.0,4.800458110478356,11.901610656223001,-20.82536729968572,0.40334524873474487
145,"['2022-04-01', '2022-06-30']",ema,sma,60,2,"[20, 80]",0.75,5.420520846443155,11.551128707163242,-19.137714242882335,0.4692633061115239
146,"['2022-04-01', '2022-06-30']",ema,sma,60,2,"[30, 70]",1.0,4.0217690369419135,11.648283241591567,-20.505820210267924,0.3452671053346053
147,"['2022-04-01', '2022-06-30']",ema,sma,60,2,"[30, 70]",0.75,4.764548175697536,11.486373617263922,-19.033652539392982,0.41480003475913935
148,"['2022-04-01', '2022-06-30']",ema,sma,60,2,"[40, 60]",1.0,4.25264660816651,11.451434125493094,-18.03574578551881,0.3713636703982169
149,"['2022-04-01', '2022-06-30']",ema,sma,60,2,"[40, 60]",0.75,6.569250814677119,11.276924696492486,-16.005350896382673,0.5825392109535309
150,"['2022-04-01', '2022-06-30']",ema,sma,60,3,"[20, 80]",1.0,3.2399143080508397,11.867973946381147,-20.804072684020227,0.2729964122510375
151,"['2022-04-01', '2022-06-30']",ema,sma,60,3,"[20, 80]",0.75,3.2278844258243566,11.483777748421678,-19.038795956655914,0.28108210525652105
152,"['2022-04-01', '2022-06-30']",ema,sma,60,3,"[30, 70]",1.0,3.5834747975943992,11.580169785907945,-19.91334925329736,0.3094492450322425
153,"['2022-04-01', '2022-06-30']",ema,sma,60,3,"[30, 70]",0.75,3.847671363156646,11.359084087940447,-18.17438060657766,0.33873077559497844
154,"['2022-04-01', '2022-06-30']",ema,sma,60,3,"[40, 60]",1.0,3.306899547257758,11.46354612101311,-17.96352191599749,0.28847090702553957
155,"['2022-04-01', '2022-06-30']",ema,sma,60,3,"[40, 60]",0.75,5.757893145556547,11.54265084229264,-15.92019533238107,0.49883629195985413
156,"['2022-04-01', '2022-06-30']",ema,sma,60,4,"[20, 80]",1.0,4.114271075024756,11.8955731013724,-20.212637136933566,0.3458657300462547
157,"['2022-04-01', '2022-06-30']",ema,sma,60,4,"[20, 80]",0.75,4.067750261885528,11.46828938077643,-18.48794652049642,0.3546954673731935
158,"['2022-04-01', '2022-06-30']",ema,sma,60,4,"[30, 70]",1.0,3.928681651021426,11.67687558942258,-20.07422253524117,0.33644973100340264
159,"['2022-04-01', '2022-06-30']",ema,sma,60,4,"[30, 70]",0.75,4.664681060094278,11.434259299515116,-17.950597653887524,0.40795655738645786
160,"['2022-04-01', '2022-06-30']",ema,sma,60,4,"[40, 60]",1.0,8.667271518661135,11.818550429651047,-18.467914762835775,0.7333616394203636
161,"['2022-04-01', '2022-06-30']",ema,sma,60,4,"[40, 60]",0.75,10.947779493258158,11.744338824327718,-16.38123802620564,0.9321750382899774
162,"['2022-04-01', '2022-06-30']",ema,sma,72,2,"[20, 80]",1.0,2.1439077720747157,11.748841007925567,-21.16925971472395,0.18247823514068087
163,"['2022-04-01', '2022-06-30']",ema,sma,72,2,"[20, 80]",0.75,1.5688722670765598,11.686339965459885,-21.024394021656576,0.13424838501305922
164,"['2022-04-01', '2022-06-30']",ema,sma,72,2,"[30, 70]",1.0,1.309902720720002,11.633173817416138,-21.46252417592993,0.11260063171745392
165,"['2022-04-01', '2022-06-30']",ema,sma,72,2,"[30, 70]",0.75,1.88437030386861,11.640925921173825,-20.90184902311946,0.1618746065930293
166,"['2022-04-01', '2022-06-30']",ema,sma,72,2,"[40, 60]",1.0,2.079919368200289,11.1718047527699,-19.240615465944476,0.1861757714378781
167,"['2022-04-01', '2022-06-30']",ema,sma,72,2,"[40, 60]",0.75,4.809114378087487,11.41224420928179,-18.40530827492703,0.4213995328084677
168,"['2022-04-01', '2022-06-30']",ema,sma,72,3,"[20, 80]",1.0,2.833884995974789,11.705820127864849,-20.722297696653495,0.24209196493878574
169,"['2022-04-01', '2022-06-30']",ema,sma,72,3,"[20, 80]",0.75,2.117525624830119,11.610232604028868,-19.886577877525333,0.18238442734517793
170,"['2022-04-01', '2022-06-30']",ema,sma,72,3,"[30, 70]",1.0,3.182097970415354,11.534481113442437,-20.682368265637997,0.2758769934355257
171,"['2022-04-01', '2022-06-30']",ema,sma,72,3,"[30, 70]",0.75,3.702948587979371,11.529412906032194,-19.20880739293128,0.32117408042884704
172,"['2022-04-01', '2022-06-30']",ema,sma,72,3,"[40, 60]",1.0,5.914767425267464,11.324579298595939,-18.444041077801007,0.5222946715557722
173,"['2022-04-01', '2022-06-30']",ema,sma,72,3,"[40, 60]",0.75,6.798482382205284,11.39424879397238,-16.96997490075922,0.5966591133065059
174,"['2022-04-01', '2022-06-30']",ema,sma,72,4,"[20, 80]",1.0,2.828066588676248,11.71205391706749,-20.72598458938348,0.24146632253417344
175,"['2022-04-01', '2022-06-30']",ema,sma,72,4,"[20, 80]",0.75,2.582044047138221,11.53549054296355,-19.267256640621273,0.22383478513735364
176,"['2022-04-01', '2022-06-30']",ema,sma,72,4,"[30, 70]",1.0,2.9369779004455143,11.608480170858158,-20.527707386204415,0.25300279254630437
177,"['2022-04-01', '2022-06-30']",ema,sma,72,4,"[30, 70]",0.75,3.0880984664818145,11.481670673117906,-19.017383180791494,0.2689589829215356
178,"['2022-04-01', '2022-06-30']",ema,sma,72,4,"[40, 60]",1.0,4.9277209654317256,11.735616264203113,-18.198856077040315,0.41989452061947885
179,"['2022-04-01', '2022-06-30']",ema,sma,72,4,"[40, 60]",0.75,4.986969289640908,11.71277319406352,-17.892427625528708,0.4257718652119461
180,"['2022-04-01', '2022-06-30']",ema,sma,84,2,"[20, 80]",1.0,1.1364653600766106,11.611767324788918,-20.64032351498248,0.09787186810490707
181,"['2022-04-01', '2022-06-30']",ema,sma,84,2,"[20, 80]",0.75,0.9383659880992434,11.642949885324311,-20.367946971446997,0.08059520974852204
182,"['2022-04-01', '2022-06-30']",ema,sma,84,2,"[30, 70]",1.0,1.067510556516682,11.426359220235723,-20.66156400458219,0.09342525785695188
183,"['2022-04-01', '2022-06-30']",ema,sma,84,2,"[30, 70]",0.75,2.1845803721712853,11.507825700158412,-19.70840836533756,0.1898343291853311
184,"['2022-04-01', '2022-06-30']",ema,sma,84,2,"[40, 60]",1.0,3.012914763087937,11.31322261881649,-18.898237413755954,0.2663179948458512
185,"['2022-04-01', '2022-06-30']",ema,sma,84,2,"[40, 60]",0.75,3.695309633733368,11.63173034222188,-19.866839082052206,0.31769216831994523
186,"['2022-04-01', '2022-06-30']",ema,sma,84,3,"[20, 80]",1.0,2.170227118508672,11.658371891241128,-20.633294270516217,0.1861518176598185
187,"['2022-04-01', '2022-06-30']",ema,sma,84,3,"[20, 80]",0.75,0.848898036254031,11.609945737466916,-20.850888928395797,0.07311817431794866
188,"['2022-04-01', '2022-06-30']",ema,sma,84,3,"[30, 70]",1.0,0.8611864435417838,11.536198044274462,-21.20500797013153,0.07465080265063581
189,"['2022-04-01', '2022-06-30']",ema,sma,84,3,"[30, 70]",0.75,0.30762564729909236,11.553477161259988,-21.0690000877996,0.026626239270251314
190,"['2022-04-01', '2022-06-30']",ema,sma,84,3,"[40, 60]",1.0,3.557870244748451,11.157170413807185,-17.927304979203726,0.31888643023194546
191,"['2022-04-01', '2022-06-30']",ema,sma,84,3,"[40, 60]",0.75,3.1776986852190214,11.346826638429578,-18.52296776090963,0.2800517524835315
192,"['2022-04-01', '2022-06-30']",ema,sma,84,4,"[20, 80]",1.0,2.7068148316439444,11.664825929832254,-20.06847464270999,0.23204931200228118
193,"['2022-04-01', '2022-06-30']",ema,sma,84,4,"[20, 80]",0.75,1.3614392178956436,11.605158956128774,-19.776471868618305,0.1173132761940031
194,"['2022-04-01', '2022-06-30']",ema,sma,84,4,"[30, 70]",1.0,2.128569029965166,11.506528892523928,-20.527987655861473,0.18498793596634944
195,"['2022-04-01', '2022-06-30']",ema,sma,84,4,"[30, 70]",0.75,0.8432954966117068,11.555841409265053,-20.530375677198094,0.07297568967462492
196,"['2022-04-01', '2022-06-30']",ema,sma,84,4,"[40, 60]",1.0,1.973128293068549,11.348728270567994,-18.498339496770168,0.1738633832819574
197,"['2022-04-01', '2022-06-30']",ema,sma,84,4,"[40, 60]",0.75,2.9068399949716106,11.368100858868658,-18.100249649779762,0.25570146069771027
